title,price,rating,availability,source_url,listing_page,upc,category,price_excl_tax,price_incl_tax,tax,available_units,reviews
A Flight of Arrows (The Pathfinders #2),55.53,5,In stock,https://books.toscrape.com/catalogue/a-flight-of-arrows-the-pathfinders-2_876/index.html,7,3a6fb983e2554023,Historical Fiction,55.53,55.53,0.0,16,0
A Murder in Time,16.64,1,In stock,https://books.toscrape.com/catalogue/a-murder-in-time_877/index.html,7,f733e8c19d40ec2e,Mystery,16.64,16.64,0.0,16,0
"A Piece of Sky, a Grain of Rice: A Memoir in Four Meditations",56.76,5,In stock,https://books.toscrape.com/catalogue/a-piece-of-sky-a-grain-of-rice-a-memoir-in-four-meditations_878/index.html,7,8a380641491d43ed,Default,56.76,56.76,0.0,16,0
A World of Flavor: Your Gluten Free Passport,42.95,1,In stock,https://books.toscrape.com/catalogue/a-world-of-flavor-your-gluten-free-passport_879/index.html,7,70ed59f194b3c556,Default,42.95,42.95,0.0,16,0
Algorithms to Live By: The Computer Science of Human Decisions,30.81,1,In stock,https://books.toscrape.com/catalogue/algorithms-to-live-by-the-computer-science-of-human-decisions_880/index.html,7,38d45839cb1c83c1,Nonfiction,30.81,30.81,0.0,16,0
The Stranger,17.44,4,In stock,https://books.toscrape.com/catalogue/the-stranger_861/index.html,7,f5a92cff83897d48,Philosophy,17.44,17.44,0.0,15,0
The Third Wave: An Entrepreneurâs Vision of the Future,12.61,5,In stock,https://books.toscrape.com/catalogue/the-third-wave-an-entrepreneurs-vision-of-the-future_862/index.html,7,3bebf34ee9330cbd,Business,12.61,12.61,0.0,15,0
The Vacationers,42.15,4,In stock,https://books.toscrape.com/catalogue/the-vacationers_863/index.html,7,fd3a622648667296,Fiction,42.15,42.15,0.0,15,0
The Wedding Dress,24.12,1,In stock,https://books.toscrape.com/catalogue/the-wedding-dress_864/index.html,7,623e1a180426039b,Romance,24.12,24.12,0.0,15,0
The White Cat and the Monk: A Retelling of the Poem âPangur BÃ¡nâ,58.08,4,In stock,https://books.toscrape.com/catalogue/the-white-cat-and-the-monk-a-retelling-of-the-poem-pangur-ban_865/index.html,7,37c0cb19713d8dda,Childrens,58.08,58.08,0.0,15,0
Thirteen Reasons Why,52.72,1,In stock,https://books.toscrape.com/catalogue/thirteen-reasons-why_866/index.html,7,bc2a85fd35fdc7bd,Default,52.72,52.72,0.0,15,0
Thomas Jefferson and the Tripoli Pirates: The Forgotten War That Changed American History,59.64,1,In stock,https://books.toscrape.com/catalogue/thomas-jefferson-and-the-tripoli-pirates-the-forgotten-war-that-changed-american-history_867/index.html,7,de3f25248ba0789f,History,59.64,59.64,0.0,15,0
Throne of Glass (Throne of Glass #1),35.07,3,In stock,https://books.toscrape.com/catalogue/throne-of-glass-throne-of-glass-1_868/index.html,7,590a9cccf7db9f7d,Fantasy,35.07,35.07,0.0,15,0
Tracing Numbers on a Train,41.6,3,In stock,https://books.toscrape.com/catalogue/tracing-numbers-on-a-train_869/index.html,7,d7d6d50c1e3d0b81,Default,41.6,41.6,0.0,15,0
Tuesday Nights in 1980,21.04,2,In stock,https://books.toscrape.com/catalogue/tuesday-nights-in-1980_870/index.html,7,b8736690cf263a3c,Fiction,21.04,21.04,0.0,15,0
"William Shakespeare's Star Wars: Verily, A New Hope (William Shakespeare's Star Wars #4)",43.3,4,In stock,https://books.toscrape.com/catalogue/william-shakespeares-star-wars-verily-a-new-hope-william-shakespeares-star-wars-4_871/index.html,7,9270575728a13a61,Science Fiction,43.3,43.3,0.0,15,0
You Are What You Love: The Spiritual Power of Habit,21.87,4,In stock,https://books.toscrape.com/catalogue/you-are-what-you-love-the-spiritual-power-of-habit_872/index.html,7,796c87ddbbaaf8c5,Religion,21.87,21.87,0.0,15,0
The Cookies & Cups Cookbook: 125+ sweet & savory recipes reminding you to Always Eat Dessert First,41.25,1,In stock,https://books.toscrape.com/catalogue/the-cookies-cups-cookbook-125-sweet-savory-recipes-reminding-you-to-always-eat-dessert-first_841/index.html,8,96a38e7c813d8f1d,Food and Drink,41.25,41.25,0.0,15,0
The Emerald Mystery,23.15,2,In stock,https://books.toscrape.com/catalogue/the-emerald-mystery_842/index.html,8,d6670dfe3e7b42bd,Default,23.15,23.15,0.0,15,0
The Genius of Birds,17.24,1,In stock,https://books.toscrape.com/catalogue/the-genius-of-birds_843/index.html,8,42d0d7c92b75fc1c,Nonfiction,17.24,17.24,0.0,15,0
The Girl on the Train,55.02,2,In stock,https://books.toscrape.com/catalogue/the-girl-on-the-train_844/index.html,8,e956d67c9bcc5809,Default,55.02,55.02,0.0,15,0
The Glittering Court (The Glittering Court #1),44.28,1,In stock,https://books.toscrape.com/catalogue/the-glittering-court-the-glittering-court-1_845/index.html,8,2dbb7ec08cdd7f3c,Fantasy,44.28,44.28,0.0,15,0
The House by the Lake,36.95,1,In stock,https://books.toscrape.com/catalogue/the-house-by-the-lake_846/index.html,8,9287e238d7c3b06e,Historical Fiction,36.95,36.95,0.0,15,0
The Kite Runner,41.82,4,In stock,https://books.toscrape.com/catalogue/the-kite-runner_847/index.html,8,eac1a180047ad54e,Default,41.82,41.82,0.0,15,0
The Long Shadow of Small Ghosts: Murder and Memory in an American City,10.97,1,In stock,https://books.toscrape.com/catalogue/the-long-shadow-of-small-ghosts-murder-and-memory-in-an-american-city_848/index.html,8,abeafe151a587d3b,Crime,10.97,10.97,0.0,15,0
The Love and Lemons Cookbook: An Apple-to-Zucchini Celebration of Impromptu Cooking,37.6,2,In stock,https://books.toscrape.com/catalogue/the-love-and-lemons-cookbook-an-apple-to-zucchini-celebration-of-impromptu-cooking_849/index.html,8,e28e330cbdf01126,Food and Drink,37.6,37.6,0.0,15,0
The Matchmaker's Playbook (Wingmen Inc. #1),55.85,1,In stock,https://books.toscrape.com/catalogue/the-matchmakers-playbook-wingmen-inc-1_850/index.html,8,08db62f24627e71f,New Adult,55.85,55.85,0.0,15,0
The Mistake (Off-Campus #2),43.29,3,In stock,https://books.toscrape.com/catalogue/the-mistake-off-campus-2_851/index.html,8,99ff4cc6491e8f5c,New Adult,43.29,43.29,0.0,15,0
The Murder of Roger Ackroyd (Hercule Poirot #4),44.1,4,In stock,https://books.toscrape.com/catalogue/the-murder-of-roger-ackroyd-hercule-poirot-4_852/index.html,8,c7b5183f4d1d4efe,Mystery,44.1,44.1,0.0,15,0
The Nerdy Nummies Cookbook: Sweet Treats for the Geek in All of Us,37.34,5,In stock,https://books.toscrape.com/catalogue/the-nerdy-nummies-cookbook-sweet-treats-for-the-geek-in-all-of-us_853/index.html,8,e4c7f3487d17fd42,Food and Drink,37.34,37.34,0.0,15,0
The Omnivore's Dilemma: A Natural History of Four Meals,38.21,2,In stock,https://books.toscrape.com/catalogue/the-omnivores-dilemma-a-natural-history-of-four-meals_854/index.html,8,209adad1015af86f,Nonfiction,38.21,38.21,0.0,15,0
The Power of Now: A Guide to Spiritual Enlightenment,43.54,2,In stock,https://books.toscrape.com/catalogue/the-power-of-now-a-guide-to-spiritual-enlightenment_855/index.html,8,8ec14b1576cb7cb5,Nonfiction,43.54,43.54,0.0,15,0
The Project,10.65,1,In stock,https://books.toscrape.com/catalogue/the-project_856/index.html,8,790ef197c8f236f5,Science Fiction,10.65,10.65,0.0,15,0
The Psychopath Test: A Journey Through the Madness Industry,36.0,2,In stock,https://books.toscrape.com/catalogue/the-psychopath-test-a-journey-through-the-madness-industry_857/index.html,8,e98a4efa85070c2f,Default,36.0,36.0,0.0,15,0
The Regional Office Is Under Attack!,51.36,5,In stock,https://books.toscrape.com/catalogue/the-regional-office-is-under-attack_858/index.html,8,0651062381f0636a,Fiction,51.36,51.36,0.0,15,0
The Secret (The Secret #1),27.37,4,In stock,https://books.toscrape.com/catalogue/the-secret-the-secret-1_859/index.html,8,961f18db4f138211,Default,27.37,27.37,0.0,15,0
The Shadow Hero (The Shadow Hero),33.14,1,In stock,https://books.toscrape.com/catalogue/the-shadow-hero-the-shadow-hero_860/index.html,8,d6361d16212664ed,Sequential Art,33.14,33.14,0.0,15,0
Mrs. Houdini,30.25,5,In stock,https://books.toscrape.com/catalogue/mrs-houdini_821/index.html,9,a40723994f715420,Historical Fiction,30.25,30.25,0.0,15,0
Night Sky with Exit Wounds,41.05,1,In stock,https://books.toscrape.com/catalogue/night-sky-with-exit-wounds_822/index.html,9,cfeb1e1e0e695b58,Poetry,41.05,41.05,0.0,15,0
"Nightingale, Sing",38.28,1,In stock,https://books.toscrape.com/catalogue/nightingale-sing_823/index.html,9,50b8f80311b31ede,Young Adult,38.28,38.28,0.0,15,0
Poems That Make Grown Women Cry,14.19,4,In stock,https://books.toscrape.com/catalogue/poems-that-make-grown-women-cry_824/index.html,9,31001a1210623bd4,Poetry,14.19,14.19,0.0,15,0
Poses for Artists Volume 1 - Dynamic and Sitting Poses: An Essential Reference for Figure Drawing and the Human Form,41.06,1,In stock,https://books.toscrape.com/catalogue/poses-for-artists-volume-1-dynamic-and-sitting-poses-an-essential-reference-for-figure-drawing-and-the-human-form_825/index.html,9,d9c643fa1fc57bdb,Default,41.06,41.06,0.0,15,0
Redeeming Love,20.47,5,In stock,https://books.toscrape.com/catalogue/redeeming-love_826/index.html,9,b53db2271c9624f7,Christian Fiction,20.47,20.47,0.0,15,0
Romero and Juliet: A Tragic Tale of Love and Zombies,36.94,1,In stock,https://books.toscrape.com/catalogue/romero-and-juliet-a-tragic-tale-of-love-and-zombies_827/index.html,9,e656e280bc8edd56,Default,36.94,36.94,0.0,15,0
Scarlett Epstein Hates It Here,43.55,5,In stock,https://books.toscrape.com/catalogue/scarlett-epstein-hates-it-here_828/index.html,9,1c929cfd16b71907,Young Adult,43.55,43.55,0.0,15,0
Secrets and Lace (Fatal Hearts #1),20.27,1,In stock,https://books.toscrape.com/catalogue/secrets-and-lace-fatal-hearts-1_829/index.html,9,ad04ad9fc179fc5d,Default,20.27,20.27,0.0,15,0
"Shobu Samurai, Project Aryoku (#3)",29.06,3,In stock,https://books.toscrape.com/catalogue/shobu-samurai-project-aryoku-3_830/index.html,9,0c27e6c3744fc14b,Add a comment,29.06,29.06,0.0,15,0
Shoe Dog: A Memoir by the Creator of NIKE,23.99,2,In stock,https://books.toscrape.com/catalogue/shoe-dog-a-memoir-by-the-creator-of-nike_831/index.html,9,0e0dcc3339602b28,Business,23.99,23.99,0.0,15,0
So You've Been Publicly Shamed,12.23,2,In stock,https://books.toscrape.com/catalogue/so-youve-been-publicly-shamed_832/index.html,9,1b33663ad7b95fd8,Nonfiction,12.23,12.23,0.0,15,0
Soft Apocalypse,26.12,2,In stock,https://books.toscrape.com/catalogue/soft-apocalypse_833/index.html,9,2a70769cdc6eb8b8,Science Fiction,26.12,26.12,0.0,15,0
Something More Than This,16.24,4,In stock,https://books.toscrape.com/catalogue/something-more-than-this_834/index.html,9,ca71e72655bece85,Romance,16.24,16.24,0.0,15,0
Suddenly in Love (Lake Haven #1),55.99,2,In stock,https://books.toscrape.com/catalogue/suddenly-in-love-lake-haven-1_835/index.html,9,203b7f94b7d6115f,Romance,55.99,55.99,0.0,15,0
The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,27.55,3,In stock,https://books.toscrape.com/catalogue/the-10-entrepreneur-live-your-startup-dream-without-quitting-your-day-job_836/index.html,9,56e4f9eab2e8e674,Business,27.55,27.55,0.0,15,0
The Argonauts,10.93,2,In stock,https://books.toscrape.com/catalogue/the-argonauts_837/index.html,9,c99761a700ade23f,Autobiography,10.93,10.93,0.0,15,0
The Art of War,33.34,5,In stock,https://books.toscrape.com/catalogue/the-art-of-war_838/index.html,9,e7469e22b5bfb3e7,Default,33.34,33.34,0.0,15,0
The Artist's Way: A Spiritual Path to Higher Creativity,38.49,5,In stock,https://books.toscrape.com/catalogue/the-artists-way-a-spiritual-path-to-higher-creativity_839/index.html,9,dd047728de72ad62,Nonfiction,38.49,38.49,0.0,15,0
The Bridge to Consciousness: I'm Writing the Bridge Between Science and Our Old and New Beliefs.,32.0,3,In stock,https://books.toscrape.com/catalogue/the-bridge-to-consciousness-im-writing-the-bridge-between-science-and-our-old-and-new-beliefs_840/index.html,9,efc3768127714ec3,Default,32.0,32.0,0.0,15,0
"Deliciously Ella Every Day: Quick and Easy Recipes for Gluten-Free Snacks, Packed Lunches, and Simple Meals",42.16,3,In stock,https://books.toscrape.com/catalogue/deliciously-ella-every-day-quick-and-easy-recipes-for-gluten-free-snacks-packed-lunches-and-simple-meals_801/index.html,10,46c1530d7546ea6d,Food and Drink,42.16,42.16,0.0,15,0
Doing It Over (Most Likely To #1),35.61,3,In stock,https://books.toscrape.com/catalogue/doing-it-over-most-likely-to-1_802/index.html,10,3a11bb962ff45b78,Romance,35.61,35.61,0.0,15,0
Done Rubbed Out (Reightman & Bailey #1),37.72,5,In stock,https://books.toscrape.com/catalogue/done-rubbed-out-reightman-bailey-1_803/index.html,10,f6d967cdadc6fbd9,Default,37.72,37.72,0.0,15,0
Drive: The Surprising Truth About What Motivates Us,34.95,4,In stock,https://books.toscrape.com/catalogue/drive-the-surprising-truth-about-what-motivates-us_804/index.html,10,6ffb36aaeff1c81e,Default,34.95,34.95,0.0,15,0
Eureka Trivia 6.0,54.59,4,In stock,https://books.toscrape.com/catalogue/eureka-trivia-60_805/index.html,10,29c0025455f8c585,Default,54.59,54.59,0.0,15,0
"Fables, Vol. 1: Legends in Exile (Fables #1)",41.62,4,In stock,https://books.toscrape.com/catalogue/fables-vol-1-legends-in-exile-fables-1_806/index.html,10,65d034adf80834b7,Sequential Art,41.62,41.62,0.0,15,0
Finders Keepers (Bill Hodges Trilogy #2),53.53,5,In stock,https://books.toscrape.com/catalogue/finders-keepers-bill-hodges-trilogy-2_807/index.html,10,edb3097e71330040,Fiction,53.53,53.53,0.0,15,0
First Steps for New Christians (Print Edition),29.0,1,In stock,https://books.toscrape.com/catalogue/first-steps-for-new-christians-print-edition_808/index.html,10,2f88b08bf0a0e367,Default,29.0,29.0,0.0,15,0
Follow You Home,21.36,1,In stock,https://books.toscrape.com/catalogue/follow-you-home_809/index.html,10,8585760646e3aa2a,Horror,21.36,21.36,0.0,15,0
Frostbite (Vampire Academy #2),29.99,5,In stock,https://books.toscrape.com/catalogue/frostbite-vampire-academy-2_810/index.html,10,116a2fdc9a45bab0,Young Adult,29.99,29.99,0.0,15,0
Full Moon over Noahâs Ark: An Odyssey to Mount Ararat and Beyond,49.43,4,In stock,https://books.toscrape.com/catalogue/full-moon-over-noahs-ark-an-odyssey-to-mount-ararat-and-beyond_811/index.html,10,ce60436f52c5ee68,Travel,49.43,49.43,0.0,15,0
Grumbles,22.16,2,In stock,https://books.toscrape.com/catalogue/grumbles_812/index.html,10,d163dd6c352fbcd2,Default,22.16,22.16,0.0,15,0
Hollow City (Miss Peregrineâs Peculiar Children #2),42.98,1,In stock,https://books.toscrape.com/catalogue/hollow-city-miss-peregrines-peculiar-children-2_813/index.html,10,4ce91d31c1e57c33,Fantasy,42.98,42.98,0.0,15,0
I Had a Nice Time And Other Lies...: How to find love & sh*t like that,57.36,4,In stock,https://books.toscrape.com/catalogue/i-had-a-nice-time-and-other-lies-how-to-find-love-sht-like-that_814/index.html,10,fd8585283fc7d2d7,Womens Fiction,57.36,57.36,0.0,15,0
Large Print Heart of the Pride,19.15,2,In stock,https://books.toscrape.com/catalogue/large-print-heart-of-the-pride_815/index.html,10,c1afd71fc86bf682,Default,19.15,19.15,0.0,15,0
Library of Souls (Miss Peregrineâs Peculiar Children #3),48.56,5,In stock,https://books.toscrape.com/catalogue/library-of-souls-miss-peregrines-peculiar-children-3_816/index.html,10,ba54932df84e8cea,Young Adult,48.56,48.56,0.0,15,0
Little Red,13.47,3,In stock,https://books.toscrape.com/catalogue/little-red_817/index.html,10,4aa03792b50f0b22,Childrens,13.47,13.47,0.0,15,0
Louisa: The Extraordinary Life of Mrs. Adams,16.85,2,In stock,https://books.toscrape.com/catalogue/louisa-the-extraordinary-life-of-mrs-adams_818/index.html,10,d69dd8dac66f9f84,Biography,16.85,16.85,0.0,15,0
Miss Peregrineâs Home for Peculiar Children (Miss Peregrineâs Peculiar Children #1),10.76,1,In stock,https://books.toscrape.com/catalogue/miss-peregrines-home-for-peculiar-children-miss-peregrines-peculiar-children-1_819/index.html,10,af96613fdd793a3c,Default,10.76,10.76,0.0,15,0
Modern Romance,28.26,5,In stock,https://books.toscrape.com/catalogue/modern-romance_820/index.html,10,caf4fe9311f1dc59,Add a comment,28.26,28.26,0.0,15,0
Agnostic: A Spirited Manifesto,12.51,5,In stock,https://books.toscrape.com/catalogue/agnostic-a-spirited-manifesto_786/index.html,11,d195e7f4ed697350,Nonfiction,12.51,12.51,0.0,15,0
Amatus,50.54,5,In stock,https://books.toscrape.com/catalogue/amatus_787/index.html,11,ffd54178acc9a6a5,Default,50.54,50.54,0.0,15,0
Amid the Chaos,36.58,1,In stock,https://books.toscrape.com/catalogue/amid-the-chaos_788/index.html,11,bb8245f52c7cce8f,Cultural,36.58,36.58,0.0,15,0
Amy Meets the Saints and Sages,18.46,3,In stock,https://books.toscrape.com/catalogue/amy-meets-the-saints-and-sages_789/index.html,11,7ebfa6c1bee69e1e,Default,18.46,18.46,0.0,15,0
Anonymous,46.82,4,In stock,https://books.toscrape.com/catalogue/anonymous_790/index.html,11,d24b829be2ca81c4,Default,46.82,46.82,0.0,15,0
Ayumi's Violin,15.48,2,In stock,https://books.toscrape.com/catalogue/ayumis-violin_791/index.html,11,05f7c6d9a4e582d3,Default,15.48,15.48,0.0,15,0
Batman: The Dark Knight Returns (Batman),15.38,5,In stock,https://books.toscrape.com/catalogue/batman-the-dark-knight-returns-batman_792/index.html,11,47271d8e08b5d31c,Sequential Art,15.38,15.38,0.0,15,0
Batman: The Long Halloween (Batman),36.5,2,In stock,https://books.toscrape.com/catalogue/batman-the-long-halloween-batman_793/index.html,11,7edc0527cf782e19,Sequential Art,36.5,36.5,0.0,15,0
Beauty Restored (Riley Family Legacy Novellas #3),11.11,2,In stock,https://books.toscrape.com/catalogue/beauty-restored-riley-family-legacy-novellas-3_794/index.html,11,3f69e667a67e54d9,Default,11.11,11.11,0.0,15,0
Becoming Wise: An Inquiry into the Mystery and Art of Living,27.43,2,In stock,https://books.toscrape.com/catalogue/becoming-wise-an-inquiry-into-the-mystery-and-art-of-living_795/index.html,11,919e7cb2269a25d2,Nonfiction,27.43,27.43,0.0,15,0
Big Magic: Creative Living Beyond Fear,30.8,3,In stock,https://books.toscrape.com/catalogue/big-magic-creative-living-beyond-fear_796/index.html,11,1f329c2e7d7de8bd,Nonfiction,30.8,30.8,0.0,15,0
Chasing Heaven: What Dying Taught Me About Living,37.8,2,In stock,https://books.toscrape.com/catalogue/chasing-heaven-what-dying-taught-me-about-living_797/index.html,11,513271dadc1322ae,Spirituality,37.8,37.8,0.0,15,0
Close to You,49.46,4,In stock,https://books.toscrape.com/catalogue/close-to-you_798/index.html,11,a57b1dcbd6849222,Christian Fiction,49.46,49.46,0.0,15,0
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",19.43,3,In stock,https://books.toscrape.com/catalogue/daring-greatly-how-the-courage-to-be-vulnerable-transforms-the-way-we-live-love-parent-and-lead_799/index.html,11,3b9a3b4624b7fd6d,Nonfiction,19.43,19.43,0.0,15,0
Dark Notes,19.19,5,In stock,https://books.toscrape.com/catalogue/dark-notes_800/index.html,11,88c21fcd38e2486e,Erotica,19.19,19.19,0.0,15,0
Why the Right Went Wrong: Conservatism--From Goldwater to the Tea Party and Beyond,52.65,4,In stock,https://books.toscrape.com/catalogue/why-the-right-went-wrong-conservatism-from-goldwater-to-the-tea-party-and-beyond_781/index.html,11,2b5054a4192e9b06,Politics,52.65,52.65,0.0,14,0
